date,close,open,high,low,amt,MA5,MA10,MA20,DIF,DEA,MACD,K,D,J,RSI,WR,WR1,BIAS1,BIAS2,BIAS3,PSY,PSYMA,CCI,ATR,BBI
20160225,"2,741.25","2,922.24","2,922.24","2,729.85",27.03,2872.136,2843.717,2806.477,-59.971,-89.016,58.091,68.28068532,78.06114597,48.71976402,38.895,76.512,94.415,-4.506,-3.129,-3.119,41.667,44.444,-13.19201518,80.2705,2841.171333
20160226,"2,767.21","2,760.06","2,784.75","2,715.87",19.11,2853.574,2844.089,2799.0095,-61.631,-83.539,43.816,53.36737023,69.82988739,20.44233592,40.105,66.205,76.459,-3.063,-2.292,-1.99,50,45.833,-65.72973367,79.733,2824.556958
20160229,"2,687.98","2,754.81","2,755.89","2,638.96",20.74,2805.734,2838.267,2786.483,-68.55,-80.541,23.983,41.11722987,60.25900155,2.833686518,37.726,83.383,83.383,-4.883,-4.829,-4.345,41.667,45.833,-126.8166897,83.948,2792.242
20160301,"2,733.17","2,688.38","2,747.56","2,668.76",18.72,2771.702,2827.927,2785.652,-69.584,-78.35,17.531,38.05668432,52.85822914,8.453594685,39.85,68.064,67.615,-2.165,-3.142,-2.384,50,45.833,-100.9141688,78.1545,2782.6455
20160302,"2,849.68","2,733.77","2,852.70","2,732.54",27.1,2755.858,2826.161,2791.358,-60.308,-74.741,28.867,49.18129237,51.63258355,44.27871002,44.904,28.569,27.565,2.334,0.679,1.823,58.333,48.611,-2.711108811,77.639,2790.864917
20160303,"2,859.76","2,847.33","2,878.45","2,840.87",28.75,2779.56,2825.848,2801.563,-51.548,-70.103,37.109,57.73668079,53.66728263,65.87547711,45.319,25.153,22.056,3.122,0.966,2.27,58.333,50,43.18102491,74.8655,2805.333458
20160304,"2,874.15","2,848.54","2,880.37","2,808.85",31.25,2800.948,2827.261,2808.3905,-42.95,-64.672,43.444,65.43989048,57.59148525,81.13670094,45.925,20.275,2.577,2.82,1.454,2.883,58.333,52.778,30.29138401,73.1625,2824.468042
20160307,"2,897.34","2,886.64","2,911.84","2,871.35",21.75,2842.82,2824.277,2818.815,-33.875,-58.513,49.277,73.2325428,62.8051711,94.08728621,46.915,11.182,5.314,2.851,2.169,3.486,66.667,55.556,68.21463035,71.088,2837.185625
20160308,"2,901.39","2,895.67","2,902.62","2,802.56",23.35,2876.464,2824.083,2826.406,-26.055,-52.021,51.933,79.70162554,68.43732258,102.2302315,47.092,9.79,4.299,1.711,2.188,3.375,75,61.111,37.61175028,72.732,2852.3065
20160309,"2,862.56","2,839.41","2,863.01","2,811.72",18.34,2879.04,2817.449,2832.5715,-22.729,-46.163,46.868,80.4480103,72.44088515,96.4622606,45.575,21.067,27.485,-0.403,1.012,1.679,66.667,63.889,13.39992939,74.581,2856.927042
20160310,"2,804.73","2,847.57","2,863.18","2,803.48",13.9,2868.034,2823.797,2833.757,-24.477,-41.826,34.697,73.88144496,72.92107176,75.80219137,43.404,39.252,98.014,-2.16,-0.741,-0.474,66.667,65.278,-9.735205047,74.8635,2845.578833
20160311,"2,810.31","2,781.60","2,815.61","2,772.55",12.72,2855.266,2828.107,2836.098,-25.123,-38.485,26.724,68.66491592,71.50235314,62.99004146,43.674,37.207,72.891,-1.683,-0.195,-0.454,66.667,66.667,-30.90043435,75.6215,2834.043042
20160314,"2,859.50","2,830.08","2,889.82","2,823.03",19.48,2847.698,2845.259,2841.763,-21.418,-35.072,27.306,69.37951078,70.79473902,66.54905429,46.044,21.532,37.576,0.124,1.198,1.124,75,69.444,49.24740411,75.527,2837.057417
20160315,"2,864.37","2,853.98","2,865.79","2,819.79",16.34,2840.294,2858.379,2843.153,-17.884,-31.634,27.501,68.22634818,69.93860874,64.80182705,46.277,26.475,29.407,0.487,1.081,1.11,75,70.833,48.63265363,73.106,2843.025333
20160316,"2,870.43","2,858.71","2,881.53","2,854.19",18.65,2841.868,2860.454,2843.3075,-14.427,-28.193,27.531,68.9077849,69.59500079,67.53335311,46.578,29.729,16.534,0.883,0.754,1.191,83.333,72.222,67.00222824,72.256,2850.585
20160317,"2,904.83","2,875.41","2,921.00","2,857.19",20.03,2861.888,2864.961,2845.4045,-8.81,-24.316,31.012,75.64100446,71.61033535,83.70234268,48.289,10.893,10.893,1.839,1.452,2.191,83.333,75,94.59634773,73.671,2860.22425
20160318,"2,955.15","2,915.52","2,971.55","2,908.74",31.33,2890.856,2873.061,2850.161,-0.295,-19.512,38.434,81.01360096,74.74475722,93.55128845,50.7,8.241,8.241,2.701,2.894,3.644,83.333,77.778,179.7429655,75.3955,2877.443167
20160321,"3,018.80","2,978.46","3,028.32","2,973.76",35.24,2922.716,2885.207,2854.742,11.457,-13.318,49.551,86.10170262,78.53040569,101.2442965,53.558,3.722,4.565,3.661,4.627,5.595,83.333,80.556,245.8386978,75.357,2902.953
20160322,"2,999.36","3,001.63","3,019.10","2,988.43",27.04,2949.714,2895.004,2859.5435,18.984,-6.858,51.683,86.96024417,81.34035185,98.20002883,52.587,11.323,13.888,2.176,3.579,4.714,75,80.556,170.833829,74.102,2920.466917
20160323,"3,009.96","2,991.17","3,012.56","2,980.86",21.7,2977.62,2909.744,2863.5965,25.51,-0.384,51.788,88.91405469,83.86491946,99.01232515,53.071,7.178,10.544,1.696,3.609,4.859,75,80.556,131.4568929,72.807,2934.460167
20160324,"2,960.97","2,986.80","2,998.15","2,960.54",23.7,2988.848,2925.368,2874.5825,26.424,4.977,42.893,81.84353274,83.19112389,79.14835045,50.579,26.332,39.356,-0.466,1.749,3.002,66.667,77.778,79.33784106,65.3255,2937.40125
20160325,"2,979.43","2,956.20","2,981.41","2,952.11",17.51,2993.704,2942.28,2885.1935,28.311,9.644,37.334,80.08066588,82.15430455,75.93338853,51.475,23.445,40.885,-0.263,2.042,3.565,75,76.389,65.11193057,63.3465,2943.936292
20160328,"2,957.82","2,988.01","3,008.17","2,948.53",20.2,2981.508,2952.112,2898.6855,27.744,13.264,28.959,73.22477976,79.17779629,61.3187467,50.36,33.808,88.357,-1.001,0.861,2.733,75,75,56.54991473,59.916,2946.264917
20160329,"2,919.83","2,956.71","2,962.20","2,905.25",18.3,2965.602,2957.658,2908.0185,23.952,15.402,17.101,61.01777035,73.12445431,36.80440243,48.435,62.304,87.194,-1.73,-0.744,1.427,66.667,72.222,8.728845549,58.8235,2943.32775
20160330,"3,000.64","2,941.22","3,001.11","2,941.22",21.04,2963.738,2970.679,2915.5665,27.155,17.752,18.806,66.51475852,70.92122238,57.70183081,52.468,16.175,11.108,0.983,1.597,3.844,66.667,70.833,57.695774,56.8795,2949.976
20160331,"3,003.92","3,009.37","3,023.41","2,992.92",22.04,2972.328,2980.588,2922.7745,29.617,20.125,18.983,71.06780061,70.97008179,71.26323825,52.625,19.826,16.495,1.127,1.309,3.604,66.667,69.444,82.55885045,56.525,2958.275292
20160401,"3,009.53","2,997.09","3,009.67","2,956.25",20.65,2978.348,2986.026,2929.5435,31.656,22.431,18.448,76.7962724,72.91214533,84.56452654,52.902,15.268,11.747,1.041,1.103,3.32,66.667,69.444,55.47908961,55.62,2972.363792
20160405,"3,053.07","3,000.94","3,057.33","2,993.15",25.67,2997.398,2989.453,2937.33,36.365,25.218,22.294,83.59712917,76.47380661,97.8437743,55.035,2.801,2.801,2.082,2.142,4.338,66.667,68.056,124.7727563,56.8045,2984.83625
20160406,"3,050.59","3,039.74","3,059.79","3,029.00",23.23,3023.55,2994.576,2944.79,39.443,28.063,22.76,87.08036902,80.00932741,101.2224522,54.887,5.953,5.953,1.474,1.788,3.955,58.333,65.278,140.5456039,53.341,2996.444167
20160407,"3,008.42","3,058.34","3,062.36","3,007.06",22.09,3025.106,2994.422,2952.083,38.041,30.059,15.964,79.94270162,79.98711881,79.85386722,52.392,34.333,44.527,-0.417,0.41,2.302,50,62.5,87.91216902,51.6225,3001.649917
20160408,"2,984.96","2,988.20","2,996.17","2,960.46",18.79,3021.314,2996.821,2961.0945,34.637,30.974,7.326,70.20685232,76.72702998,57.16649699,51.045,49.265,72.943,-1.108,-0.333,1.346,50,59.722,-39.84181369,51.0355,2997.273625
20160411,"3,033.96","3,006.91","3,048.98","3,006.91",22,3026.2,3002.274,2972.277,35.485,31.877,7.217,74.11239924,75.8554864,70.62622492,53.643,18.077,26.765,0.349,1.236,2.81,50,56.944,90.59028839,52.0835,3000.435083
20160412,"3,023.65","3,031.30","3,036.82","3,001.32",18.27,3020.316,3008.857,2980.4845,34.922,32.486,4.873,72.0900118,74.6003282,67.069379,53.025,24.639,37.988,-0.07,0.716,2.285,50,54.167,58.9798055,49.883,3005.650292
20160413,"3,066.64","3,041.36","3,097.16","3,041.36",31,3023.526,3023.538,2990.598,37.513,33.491,8.043,74.17360283,74.45808641,73.60463568,55.267,19.572,22.326,1.275,1.901,3.441,50,51.389,142.1922152,51.2585,3017.367625
20160414,"3,082.36","3,080.09","3,086.70","3,056.99",20.82,3038.314,3031.71,3001.1945,40.369,34.867,11.004,79.28134921,76.06584068,85.71236627,56.067,10.503,10.827,1.616,2.072,3.567,58.333,51.389,130.9125071,51.377,3027.968417
20160415,"3,078.12","3,085.03","3,089.95","3,066.87",18.96,3056.946,3039.13,3009.859,41.808,36.255,11.106,81.54479608,77.89215914,88.85006996,55.786,13.512,13.928,1.089,1.488,3.039,58.333,52.778,117.8050257,49.3405,3040.875583
20160418,"3,033.66","3,058.46","3,058.46","3,022.97",18.33,3056.886,3041.543,3013.7845,38.913,36.786,4.253,72.21250244,75.99894024,64.63962682,52.888,46.452,66.256,-0.636,-0.069,1.304,50,52.778,34.56576776,48.762,3041.825708
20160419,"3,042.82","3,047.13","3,054.50","3,024.90",15.65,3060.72,3040.518,3014.9855,36.932,36.815,0.232,68.2245749,73.40748513,57.85875444,53.408,39.751,56.699,-0.384,0.126,1.358,50,52.778,29.25057038,46.5835,3040.010542
20160420,"2,972.58","3,050.38","3,055.69","2,905.05",28.31,3041.908,3032.717,3013.6465,29.355,35.323,-11.936,57.20029526,68.00508851,35.59070877,49.071,64.848,64.848,-2.411,-2.086,-1.121,41.667,51.389,-138.6859191,52.582,3027.983083
20160421,"2,952.89","2,954.37","2,990.67","2,943.46",18.94,3016.014,3027.164,3010.793,21.514,32.562,-22.095,46.43433006,60.81483569,17.67331881,47.933,75.098,74.127,-2.451,-2.466,-1.842,33.333,48.611,-149.696319,53.3575,3013.712208
20160422,"2,959.24","2,933.03","2,960.21","2,926.78",13.72,2992.238,3024.592,3010.7065,15.632,29.176,-27.087,40.35881925,53.99616354,13.08413066,48.336,71.792,70.692,-1.574,-2.01,-1.636,41.667,45.833,-153.4291669,52.558,2999.692458
20160425,"2,946.67","2,949.97","2,954.09","2,917.02",12.59,2974.84,3015.863,3009.0685,9.843,25.309,-30.932,34.12743659,47.37325456,7.635800658,47.575,78.335,72.87,-1.272,-2.26,-1.956,41.667,43.056,-131.5354139,53.204,2990.36025
20160426,"2,964.70","2,944.72","2,965.43","2,933.97",11.77,2959.216,3009.968,3009.4125,6.633,21.574,-29.881,33.50518488,42.75056467,15.0144253,48.782,68.95,60.402,-0.284,-1.607,-1.309,50,43.056,-86.97946888,51.795,2988.135
20160427,"2,953.67","2,967.19","2,976.02","2,949.43",13.09,2955.434,2998.671,3011.1045,3.163,17.892,-29.457,31.10188817,38.8676725,15.57031951,48.075,73.705,67.724,-0.156,-1.754,-1.599,41.667,41.667,-67.74976935,50.277,2982.706542
20160428,"2,945.59","2,955.74","2,959.51","2,916.37",13.87,2953.974,2984.994,3008.352,-0.236,14.266,-29.005,29.54323127,35.75952542,17.11064297,47.549,78.075,60.673,-0.278,-1.811,-1.847,41.667,41.667,-86.52316813,48.37,2979.177583
20160429,"2,938.32","2,935.38","2,950.58","2,930.36",10.93,2949.79,2971.014,3005.072,-3.477,10.718,-28.389,27.05740998,32.85882028,15.45458938,47.065,78.313,63.202,-0.442,-1.703,-2.034,33.333,41.667,-76.01590386,47.8565,2972.878833
20160503,"2,992.64","2,940.39","2,993.53","2,929.81",16.87,2958.984,2966.912,3004.2275,-1.643,8.246,-19.777,37.4200223,34.37922095,43.501625,50.957,41.855,1.153,1.208,0.366,-0.271,33.333,40.278,-28.37556024,48.3715,2975.437708
20160504,"2,991.27","2,983.03","3,004.42","2,978.33",16.54,2964.298,2961.757,3001.1375,-0.296,6.537,-13.667,53.3017828,40.68674157,78.53186527,50.859,42.764,14.935,0.908,0.564,-0.415,33.333,38.889,6.912964667,46.467,2978.520833
20160505,"2,997.84","2,987.02","2,999.12","2,977.20",14.48,2973.132,2964.283,2998.5,1.286,5.487,-8.402,66.37684631,49.25010981,100.6303193,51.329,7.473,7.473,0.941,0.886,-0.193,41.667,37.5,20.51352247,46.0235,2983.456042
20160506,"2,913.25","2,998.40","3,003.59","2,913.04",20.68,2966.664,2960.319,2993.7415,-4.237,3.542,-15.558,44.32783407,47.60935123,37.76479973,45.48,99.77,99.77,-1.684,-1.603,-2.887,33.333,36.111,-71.69669162,47.786,2971.267042
20160509,"2,832.11","2,896.16","2,896.16","2,821.83",18.04,2945.422,2947.606,2986.099,-14.989,-0.164,-29.649,31.42858945,42.21576397,9.854240413,40.824,94.37,94.37,-3.808,-3.964,-5.358,33.333,34.722,-265.7977286,49.959,2948.438292
20160510,"2,832.59","2,822.33","2,845.24","2,820.16",12.08,2913.412,2936.198,2976.0305,-23.203,-4.772,-36.862,23.20102714,35.87751836,-2.151955292,40.861,93.254,93.254,-3.213,-3.62,-5.051,41.667,36.111,-241.5989285,48.012,2925.238667
20160511,"2,837.04","2,843.54","2,857.25","2,818.70",13.58,2882.566,2923.432,2966.7,-29.019,-9.621,-38.796,18.75904502,30.17136058,-4.065586107,41.22,90.125,90.125,-2.194,-3.133,-4.617,41.667,37.5,-159.6656645,48.1645,2907.526042
20160512,"2,835.86","2,812.11","2,839.28","2,781.24",13.63,2850.17,2911.651,2955.161,-33.34,-14.365,-37.95,20.66386972,27.00219696,7.987215246,41.151,75.526,75.435,-1.354,-2.867,-4.426,41.667,38.889,-137.8586847,47.391,2896.169833
20160513,"2,827.11","2,828.46","2,850.09","2,814.11",11.43,2832.942,2899.803,2942.3985,-37.043,-18.901,-36.285,20.62688546,24.87709313,12.12647012,40.624,79.447,79.37,-0.675,-2.785,-4.509,33.333,37.5,-97.37087513,47.7045,2882.542333
20160516,"2,850.86","2,816.78","2,851.23","2,804.99",11.47,2836.692,2891.057,2931.0355,-37.627,-22.646,-29.963,24.1494408,24.63454235,23.1792377,42.703,68.805,39.419,0.527,-1.679,-3.458,41.667,38.889,-76.19679038,48.8625,2876.111792
20160517,"2,843.68","2,850.93","2,860.32","2,832.46",12.34,2838.91,2876.161,2921.5365,-38.229,-25.763,-24.933,25.46024484,24.90977652,26.5611815,42.236,72.023,21.042,0.205,-1.638,-3.456,41.667,40.278,-56.50177714,47.498,2872.747667
20160518,"2,807.51","2,828.18","2,828.26","2,781.42",14.05,2833.004,2857.785,2909.771,-41.151,-28.84,-24.621,20.91173208,23.57709504,15.58100616,39.942,88.185,66.78,-0.923,-2.522,-4.333,41.667,40.278,-85.69734488,49.131,2864.40275
20160519,"2,806.91","2,802.31","2,829.40","2,801.55",11.16,2827.214,2838.692,2901.4875,-43.018,-31.676,-22.685,21.38691409,22.84703472,18.46667282,39.905,88.455,67.539,-0.769,-2.016,-3.978,33.333,38.889,-70.07998393,42.9915,2853.544583
20160520,"2,825.48","2,792.89","2,825.95","2,785.08",10.87,2826.888,2829.915,2895.117,-42.51,-33.843,-17.334,32.90572556,26.19993167,46.31731335,41.674,61.504,44.157,-0.051,-0.89,-2.994,41.667,38.889,-64.47468401,42.6745,2846.548833
20160523,"2,843.64","2,826.31","2,848.07","2,826.26",12.05,2825.444,2831.068,2889.337,-40.178,-35.11,-10.137,48.23962888,33.5464974,77.62589182,43.375,21.093,21.141,0.493,0.199,-2.104,41.667,40.278,-28.64266727,42.1325,2845.590917
20160524,"2,821.67","2,839.68","2,839.70","2,807.19",11.15,2821.042,2829.976,2883.087,-39.647,-36.017,-7.259,49.20156678,38.76485386,70.07499262,41.835,48.875,48.986,-0.111,-0.307,-2.551,41.667,40.278,-49.87548038,41.844,2842.13425
20160525,"2,815.09","2,835.03","2,843.16","2,807.75",10.35,2822.558,2827.781,2875.6065,-39.303,-36.674,-5.257,47.0258016,41.51850311,58.04039858,41.376,57.195,49.482,-0.176,-0.49,-2.558,41.667,40.278,-49.90305742,42.0415,2837.852458
20160526,"2,822.44","2,813.54","2,827.09","2,780.76",11.48,2825.664,2826.439,2869.045,-38,-36.939,-2.12,48.81324598,43.95008406,58.53956981,42.116,47.612,38.078,-0.003,-0.2,-2.119,41.667,40.278,-93.47648221,43.0285,2834.856042
20160527,"2,821.05","2,817.97","2,832.80","2,809.80",10.98,2824.778,2825.833,2862.818,-36.656,-36.883,0.453,49.42250587,45.77422466,56.71906827,42.012,49.359,40.143,-0.136,-0.203,-1.972,33.333,40.278,-22.80607475,42.0215,2833.503667
20160530,"2,822.45","2,814.65","2,830.97","2,794.66",10.63,2820.54,2822.992,2857.0245,-35.074,-36.521,2.894,53.59410558,48.38085164,64.02061347,42.163,47.599,38.063,-0.069,-0.114,-1.746,41.667,40.278,-49.8474027,42.826,2832.263
20160531,"2,916.62","2,822.59","2,917.14","2,822.59",21.53,2839.53,2830.286,2853.2235,-25.923,-34.401,16.957,68.93564119,55.23244816,96.34202727,51.109,0.381,0.381,2.823,2.947,1.603,50,41.667,268.9632615,44.3745,2844.066708
20160601,"2,913.51","2,917.15","2,929.08","2,909.51",18.84,2859.214,2840.886,2849.3355,-18.706,-31.262,25.113,75.79123652,62.08537761,103.2029543,50.838,10.498,10.498,2.162,2.648,1.554,41.667,41.667,253.9225182,44.0485,2855.931583
20160602,"2,925.23","2,911.22","2,925.67","2,906.52",15.97,2879.772,2852.718,2845.705,-11.903,-27.391,30.974,82.99557803,69.05544442,110.8758453,51.842,2.596,2.596,1.917,2.815,1.992,50,43.056,178.4745615,43.91,2869.877083
20160603,"2,938.68","2,929.79","2,945.52","2,915.18",17.2,2903.298,2864.038,2846.9765,-5.365,-22.986,35.241,87.27988766,75.13025883,111.5791453,52.992,4.151,4.534,1.699,2.893,2.461,58.333,45.833,150.6540216,40.8995,2879.609333
20160606,"2,934.10","2,940.99","2,945.94","2,922.28",14.2,2925.628,2873.084,2852.076,-0.547,-18.498,35.902,89.13061244,79.79704337,107.7977506,52.546,7.168,7.827,0.883,2.352,2.388,58.333,50,116.9923186,37.5115,2889.96025
20160607,"2,936.04","2,936.28","2,938.44","2,923.50",13.3,2929.512,2884.521,2857.2485,3.389,-14.12,35.019,90.75592107,83.4500026,105.367758,52.722,5.993,8.026,0.296,2.092,2.538,58.333,52.778,94.46130536,37.0045,2899.190458
20160608,"2,927.16","2,932.38","2,937.99","2,908.37",14.3,2932.242,2895.728,2861.7545,5.726,-10.151,31.754,89.6992585,85.5330879,98.0315997,51.805,11.369,47.641,-0.067,1.537,2.333,50,52.778,71.44653014,36.558,2901.536125
20160613,"2,833.07","2,897.27","2,911.16","2,832.51",16.93,2913.81,2896.791,2861.615,-0.014,-8.124,16.219,68.26284076,79.77633886,45.23584458,43.453,74.61,99.506,-2.834,-1.759,-0.84,50,54.167,-21.54712417,38.3885,2889.967917
20160614,"2,842.19","2,824.23","2,843.46","2,822.06",11.98,2894.512,2898.905,2862.369,-3.784,-7.256,6.944,50.92509264,70.15925678,12.45676435,44.36,68.581,83.75,-2.057,-1.52,-0.536,58.333,55.556,-53.66119998,37.6595,2879.440167
20160615,"2,887.21","2,814.69","2,894.26","2,811.78",16.67,2885.134,2905.381,2864.1865,-3.103,-6.425,6.645,52.69136567,64.33662641,29.40084419,48.608,43.776,43.776,-0.21,-0.146,0.959,58.333,55.556,-18.67932842,39.4715,2875.770167
20160616,"2,872.82","2,878.40","2,887.74","2,865.39",17.39,2872.49,2901.001,2865.6435,-3.682,-5.877,4.389,50.2935481,59.65560031,31.56944367,47.401,54.502,51.808,-0.356,-0.792,0.404,58.333,55.556,-8.717767017,39.196,2877.972125
20160617,"2,885.11","2,873.01","2,900.30","2,872.18",17.15,2864.08,2898.161,2869.5235,-3.113,-5.324,4.422,51.74857092,57.01992385,41.20586508,48.54,45.341,41.898,0.366,-0.547,0.761,58.333,55.556,-0.262237536,37.489,2881.702125
20160620,"2,888.81","2,887.64","2,891.66","2,864.02",13.66,2875.228,2894.519,2873.6185,-2.337,-4.726,4.779,53.63788648,55.89257806,49.12850332,48.887,42.583,22.489,0.719,-0.34,0.8,58.333,56.944,-18.76749848,37.4785,2880.681917
20160621,"2,878.56","2,898.38","2,919.30","2,869.18",16.44,2882.502,2888.507,2876.2725,-2.52,-4.285,3.531,53.33320018,55.0394521,49.92069633,47.951,50.224,37.891,0.097,-0.594,0.402,58.333,58.333,-16.16964877,37.941,2882.991042
20160622,"2,905.55","2,872.73","2,905.98","2,869.51",13.06,2886.17,2885.652,2879.368,-0.481,-3.524,6.086,60.32106909,56.79999109,67.36322507,50.553,25.967,12.788,0.665,0.395,1.252,58.333,58.333,-6.148935895,38.635,2887.69825
20160623,"2,891.96","2,902.40","2,904.11","2,878.66",13.61,2889.998,2881.244,2882.8825,0.037,-2.812,5.699,65.07143693,59.55713971,76.10003138,49.259,36.471,49.457,0.167,0.06,0.655,50,56.944,-7.286908304,38.157,2888.063958
20160624,"2,854.29","2,883.76","2,899.57","2,807.60",19.08,2883.834,2873.957,2884.8425,-2.562,-2.762,0.4,57.31411224,58.80946388,54.32340894,45.864,58.201,58.201,-1.032,-1.015,-0.724,50,55.556,-97.04554701,40.985,2884.096667
20160627,"2,895.70","2,840.56","2,895.73","2,840.28",15.67,2885.212,2880.22,2888.5055,-1.266,-2.463,2.394,64.50006766,60.70633181,72.08753937,49.83,21.128,21.128,0.343,0.538,0.614,50,54.167,-25.67540429,41.441,2883.792417
20160628,"2,912.56","2,885.01","2,913.58","2,878.82",17.39,2892.012,2887.257,2893.081,1.109,-1.748,5.715,74.32203854,65.24490072,92.47631419,51.345,6.034,6.034,0.789,1.166,1.099,58.333,54.167,63.04702348,42.029,2887.338375
20160629,"2,931.59","2,918.53","2,934.00","2,915.06",19.32,2897.22,2891.695,2898.538,4.475,-0.504,9.958,82.24581051,70.91187065,104.9136902,53.016,1.907,1.907,1.138,1.538,1.598,66.667,55.556,154.3651291,41.2855,2899.406375
20160630,"2,929.61","2,931.48","2,938.14","2,922.31",15.45,2904.75,2897.374,2899.1875,6.903,0.978,11.851,85.98574181,75.93649437,106.0842367,52.819,6.534,6.534,0.93,1.214,1.361,58.333,55.556,160.6575351,37.3425,2905.218333
20160701,"2,932.48","2,931.80","2,944.99","2,925.81",14.12,2920.388,2902.111,2900.136,8.956,2.573,12.766,87.62200581,79.83166485,103.2026877,53.082,9.105,9.105,0.794,1.181,1.3,58.333,56.944,145.6722753,37.323,2909.746917
20160704,"2,988.60","2,924.29","2,992.50","2,922.52",22.2,2938.968,2912.09,2903.3045,14.939,5.047,19.785,91.04492112,83.56941694,105.9959295,57.883,2.109,2.562,1.939,2.775,2.99,66.667,59.722,191.1083538,39.8645,2923.298208
20160705,"3,006.39","2,991.75","3,010.28","2,990.64",23.52,2957.734,2924.873,2906.69,20.876,8.212,25.327,93.39018687,86.84300692,106.4845468,59.262,1.919,2.959,1.904,3.029,3.33,66.667,62.5,198.7185196,39.4315,2937.681667
20160706,"3,017.29","2,998.52","3,017.65","2,984.83",21.24,2974.874,2936.047,2910.8495,26.158,11.802,28.714,95.53632866,89.74078083,107.1274243,60.097,0.171,0.351,1.672,3.024,3.556,66.667,63.889,157.6270789,39.8895,2952.829458
20160707,"3,016.85","3,009.35","3,024.11","2,994.64",22.27,2992.322,2948.536,2914.89,29.964,15.434,29.06,95.70778545,91.72978237,103.6637916,60.045,3.353,7.132,1.173,2.606,3.388,66.667,63.889,134.9469817,40.616,2962.627292
20160708,"2,988.09","3,000.33","3,001.55","2,983.88",16.9,3003.444,2961.916,2917.9365,30.31,18.409,23.801,88.87459172,90.77805216,85.06767086,56.708,19.594,35.456,-0.118,1.39,2.31,58.333,63.889,85.9912222,40.7835,2966.020167
20160711,"2,994.92","2,993.75","3,022.94","2,990.91",22.43,3004.708,2971.838,2926.029,30.78,20.883,19.794,83.66054854,88.40555095,74.17054372,57.296,20.091,28.733,-0.237,1.327,2.462,66.667,65.278,85.97356656,37.7935,2970.925792
20160712,"3,049.38","2,992.52","3,049.68","2,984.42",25.95,3013.306,2985.52,2936.3885,35.143,23.735,22.815,89.02852094,88.61320761,89.85914759,61.633,0.223,0.456,1.236,2.605,4.154,75,66.667,101.9812458,39.9865,2982.823375
20160713,"3,060.69","3,049.51","3,069.05","3,048.20",25.37,3021.986,2998.43,2945.0625,39.062,26.801,24.523,90.78390852,89.33677458,93.67817639,62.459,5.697,9.816,1.307,2.511,4.355,75,68.056,124.0382061,36.905,2996.741667
20160714,"3,054.02","3,054.97","3,057.05","3,036.52",18.02,3029.42,3010.871,2954.1225,41.156,29.672,22.968,90.43684395,89.70346437,91.9036031,61.642,10.257,17.647,0.882,1.886,3.94,66.667,68.056,101.3108717,36.996,3008.409167
20160715,"3,054.30","3,056.68","3,062.68","3,044.54",17.29,3042.662,3023.053,2962.582,42.349,32.207,20.284,87.85179444,89.08624106,85.38290121,61.664,10.066,17.318,0.683,1.549,3.625,66.667,68.056,101.5852335,36.497,3015.050917
20160718,"3,043.56","3,047.64","3,058.32","3,031.64",17.75,3052.39,3028.549,2970.3195,41.945,34.155,15.58,81.92507012,86.69918408,72.37684219,60.283,29.928,30.119,0.025,0.873,2.967,66.667,69.444,80.99054408,36.449,3020.243
20160719,"3,036.60","3,040.23","3,043.60","3,014.29",15.54,3049.834,3031.57,2978.2215,40.595,35.443,10.304,75.24995673,82.88277496,59.98432026,59.383,38.1,38.343,-0.431,0.354,2.516,58.333,68.056,49.32382394,35.4085,3024.672667
